Name,Movement,Rarity,Type,Special Ability,Attack Wheel Size,Attack Name,Attack Type,Attack Value,Attack Ability,is Gen 1
Mimikyu,2,R,Ghost / Fairy,"Disguise - When this Pokémon moves from the bench to the field, attach a Disguise marker to this Pokémon. While that marker is attached to it, this Pokémon is not knocked out in battle (instead of knocking it out, remove the marker and any special conditions affecting it). This Pokémon can MP move through other Pokémon on the field",40,Play Rough,White,"On your next turn, your opponent cannot use plates.",90,False
Mimikyu,2,R,Ghost / Fairy,"Disguise - When this Pokémon moves from the bench to the field, attach a Disguise marker to this Pokémon. While that marker is attached to it, this Pokémon is not knocked out in battle (instead of knocking it out, remove the marker and any special conditions affecting it). This Pokémon can MP move through other Pokémon on the field",96,Let's Snuggle Forever,Z-Move,Moves the battle opponent to its P.C. The battle opponent is not knocked out,180,False
Dartrix,2,R,Grass / Flying,None,8,Miss,Red,,,False
Dartrix,2,R,Grass / Flying,None,56,Leaf Blade,White,"Spin again - if Leaf Blade is spun, it deals +50 damage",50+,False
Dartrix,2,R,Grass / Flying,None,4,Miss,Red,,,False
Dartrix,2,R,Grass / Flying,None,28,Swinging Throw,Purple,"Spin for an opposing Pokémon within 2 steps. If the result is anything other than a Blue Attack, knock it out.",☆,False
Torracat,3,R,Fire,"Fire Bell - If this Pokémon is knocked out, all Grass-type Pokémon within two steps become burne.d",8,Miss,Red,,,False
Torracat,3,R,Fire,"Fire Bell - If this Pokémon is knocked out, all Grass-type Pokémon within two steps become burne.d",40,Playful Punch,White,Knocks the battle opponent back as far as it can move in a straight line. The battle opponent gains Wait.,,False
Torracat,3,R,Fire,"Fire Bell - If this Pokémon is knocked out, all Grass-type Pokémon within two steps become burne.d",8,Miss,Red,,,False
Torracat,3,R,Fire,"Fire Bell - If this Pokémon is knocked out, all Grass-type Pokémon within two steps become burne.d",24,Fake Out,Purple,This Pokémon switches places with its battle opponent,☆☆☆,False
Ludicolo,2,R,Water / Grass,"Come Here - When this Pokémon moves from the bench to the field, or appears as an Evolution, each player moves one Benched Pokémon to its respective entry point (your opponent goes first)",12,Miss,Red,,,False
Ludicolo,2,R,Water / Grass,"Come Here - When this Pokémon moves from the bench to the field, or appears as an Evolution, each player moves one Benched Pokémon to its respective entry point (your opponent goes first)",28,Hydro Pump,White,,70,False
Ludicolo,2,R,Water / Grass,"Come Here - When this Pokémon moves from the bench to the field, or appears as an Evolution, each player moves one Benched Pokémon to its respective entry point (your opponent goes first)",28,Grass Knot,White,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokémon.",50,False
Ludicolo,2,R,Water / Grass,"Come Here - When this Pokémon moves from the bench to the field, or appears as an Evolution, each player moves one Benched Pokémon to its respective entry point (your opponent goes first)",28,Lively Dance,Purple,All Pokémon on the field spin. Those that spin White Attacks gain Wait,☆☆,False
Mow Rotom,2,R,Electric / Grass,"Artificial Turf - If this Pokémon is on the field and is not affected by a special condition, your MP1 Grass-type Pokémon gain +1Mp",4,Miss,Red,,,False
Mow Rotom,2,R,Electric / Grass,"Artificial Turf - If this Pokémon is on the field and is not affected by a special condition, your MP1 Grass-type Pokémon gain +1Mp",12,Revert,Blue,This Pokémon can change form to one of your Rotom,,False
Mow Rotom,2,R,Electric / Grass,"Artificial Turf - If this Pokémon is on the field and is not affected by a special condition, your MP1 Grass-type Pokémon gain +1Mp",24,Discharge,White,,50,False
Mow Rotom,2,R,Electric / Grass,"Artificial Turf - If this Pokémon is on the field and is not affected by a special condition, your MP1 Grass-type Pokémon gain +1Mp",12,Revert,Blue,This Pokémon can change form to one of your Rotom,,False
Mow Rotom,2,R,Electric / Grass,"Artificial Turf - If this Pokémon is on the field and is not affected by a special condition, your MP1 Grass-type Pokémon gain +1Mp",44,Leaf Storm,White,This attack becomes a Miss for the next turn,130,False
Brionne,2,R,Water,"Proactive - In battles on your turn, this Pokémon deals +20 damage.",8,Miss,Red,,,False
Brionne,2,R,Water,"Proactive - In battles on your turn, this Pokémon deals +20 damage.",28,Balloon Dance,Purple,Opposing Pokémon on the field spin. Those that spin a Purple Attack gain Wait.,☆☆,False
Brionne,2,R,Water,"Proactive - In battles on your turn, this Pokémon deals +20 damage.",40,Aqua Jet,Gold,,50,False
Brionne,2,R,Water,"Proactive - In battles on your turn, this Pokémon deals +20 damage.",4,Miss,Red,,,False
Brionne,2,R,Water,"Proactive - In battles on your turn, this Pokémon deals +20 damage.",16,Sing,Purple,The battle opponent falls asleep.,☆,False
Azumarill,2,R,Water / Fairy,None,20,Aqua Jet,Gold,,30,False
Azumarill,2,R,Water / Fairy,None,32,Play Rough,White,"On the next turn, your opponent cannot use plates.",80,False
Azumarill,2,R,Water / Fairy,None,28,Belly Drum,Purple,Attaches a Final Song marker to all Pokémon within 2 steps. Pokémon with that marker are knocked out 5 turns later. Your Pokémon that have Belly Drum deal +50 damage while that Pokémon is on the field.,☆,False
Azumarill,2,R,Water / Fairy,None,16,Miss,Red,,,False
Lanturn,2,R,Water / Electric,None,8,Miss,Red,,,False
Lanturn,2,R,Water / Electric,None,32,Guide Light,Purple,"One Bug-type Pokémon on the field, or one other Pokémon within 3 steps moves 1 step. That Pokémon gains wait",☆☆,False
Lanturn,2,R,Water / Electric,None,4,Dodge,Blue,,,False
Lanturn,2,R,Water / Electric,None,52,Thunderbolt,White,,110,False
Wash Rotom,2,R,Electric / Water,"Sprinkler - If this Pokémon is on the field and is not affected by a special condition, your Water-type Pokémon can MP move through other Water-type Pokémon",4,Miss,Red,,,False
Wash Rotom,2,R,Electric / Water,"Sprinkler - If this Pokémon is on the field and is not affected by a special condition, your Water-type Pokémon can MP move through other Water-type Pokémon",12,Revert,Blue,This Pokémon can change form to one of your Rotom.,,False
Wash Rotom,2,R,Electric / Water,"Sprinkler - If this Pokémon is on the field and is not affected by a special condition, your Water-type Pokémon can MP move through other Water-type Pokémon",24,Discharge,White,,50,False
Wash Rotom,2,R,Electric / Water,"Sprinkler - If this Pokémon is on the field and is not affected by a special condition, your Water-type Pokémon can MP move through other Water-type Pokémon",12,Revert,Blue,This Pokémon can change form to one of your Rotom.,,False
Wash Rotom,2,R,Electric / Water,"Sprinkler - If this Pokémon is on the field and is not affected by a special condition, your Water-type Pokémon can MP move through other Water-type Pokémon",44,Hydro Pump,White,,110,False
Grubbin,2,UC,Bug,None,32,Dig,Purple,You can move this Pokémon to an open slot next to an adjacent figure (or adjacent figures in succession to the first),☆☆,False
Grubbin,2,UC,Bug,None,24,Protect,Blue,This Pokémon gains Wait,,False
Grubbin,2,UC,Bug,None,32,Bug Bite,White,Return the battle opponent to its start-of-the-duel state excluding evolution and any special conditions,30,False
Grubbin,2,UC,Bug,None,8,Miss,Red,,,False
Charjabug,1,UC,Bug / Electric,Battery - Your Electric-type Pokémon next to this Pokémon gain +1 MP (to a maximum of MP3),28,Light Screen,Purple,,☆☆☆,False
Charjabug,1,UC,Bug / Electric,Battery - Your Electric-type Pokémon next to this Pokémon gain +1 MP (to a maximum of MP3),32,Protect,Blue,This Pokémon gains Wait,,False
Charjabug,1,UC,Bug / Electric,Battery - Your Electric-type Pokémon next to this Pokémon gain +1 MP (to a maximum of MP3),28,Mud Shot,White,Attach MP-1 marker to the battle opponent.,60,False
Charjabug,1,UC,Bug / Electric,Battery - Your Electric-type Pokémon next to this Pokémon gain +1 MP (to a maximum of MP3),8,Miss,Red,,,False
Oricorio Pom-Pom Style,2,UC,Electric / Flying,"Pom-Pom - When this Pokémon is on the field, your Electric-type Pokémon deal +1 damage for each Electric-type Pokémon on the field",24,Air Slash,White,The battle opponent gains Wait,50,False
Oricorio Pom-Pom Style,2,UC,Electric / Flying,"Pom-Pom - When this Pokémon is on the field, your Electric-type Pokémon deal +1 damage for each Electric-type Pokémon on the field",36,Welcome Dance,Purple,You may move one Pokémon that is on your bench within its MP range. The moved Pokémon gains Wait.,☆,False
Oricorio Pom-Pom Style,2,UC,Electric / Flying,"Pom-Pom - When this Pokémon is on the field, your Electric-type Pokémon deal +1 damage for each Electric-type Pokémon on the field",24,Roost,Blue,"This Pokémon recovers from all status effects. In exchange, it must then Wait 3.",,False
Oricorio Pom-Pom Style,2,UC,Electric / Flying,"Pom-Pom - When this Pokémon is on the field, your Electric-type Pokémon deal +1 damage for each Electric-type Pokémon on the field",12,Miss,Red,,,False
Wimpod,3,UC,Bug / Water,"Parallel Arithmatic - When this Pokémon is on the field, your Pokémon deal +1 damage for each Pokémon on the field. While this Pokémon is on the bench, it gains +1 MP",24,Dodge,Blue,,,False
Wimpod,3,UC,Bug / Water,"Parallel Arithmatic - When this Pokémon is on the field, your Pokémon deal +1 damage for each Pokémon on the field. While this Pokémon is on the bench, it gains +1 MP",36,Sand Attack,Purple,The battle opponent now has Wait.,☆,False
Wimpod,3,UC,Bug / Water,"Parallel Arithmatic - When this Pokémon is on the field, your Pokémon deal +1 damage for each Pokémon on the field. While this Pokémon is on the bench, it gains +1 MP",24,Aqua Jet,Gold,,10,False
Wimpod,3,UC,Bug / Water,"Parallel Arithmatic - When this Pokémon is on the field, your Pokémon deal +1 damage for each Pokémon on the field. While this Pokémon is on the bench, it gains +1 MP",12,Miss,Red,,,False
Beldum,3,UC,Steel / Psychic,"Magnetic Body - At the start of your turn, if any of your other Metan or Metagross are within 2 steps, you may move this Pokémon to a point 2 steps away instead of an MP move. If you do, your turn ends",4,Miss,Red,,,False
Beldum,3,UC,Steel / Psychic,"Magnetic Body - At the start of your turn, if any of your other Metan or Metagross are within 2 steps, you may move this Pokémon to a point 2 steps away instead of an MP move. If you do, your turn ends",68,Electromagnetic Blaster,White,"If there is an Electric-type Pokémon next to this Pokémon, +50 damage",50,False
Beldum,3,UC,Steel / Psychic,"Magnetic Body - At the start of your turn, if any of your other Metan or Metagross are within 2 steps, you may move this Pokémon to a point 2 steps away instead of an MP move. If you do, your turn ends",24,Dodge,Blue,,,False
Oricorio Pau Style,2,UC,Psychic / Flying,"P'au - When this Pokémon is on the field, your Psychic-type Pokémon deal +1 damage for each Psychic-type Pokémon on the field.",24,Air Cutter,White,,50,False
Oricorio Pau Style,2,UC,Psychic / Flying,"P'au - When this Pokémon is on the field, your Psychic-type Pokémon deal +1 damage for each Psychic-type Pokémon on the field.",36,Alluring Dance,Purple,The battle opponent and opposing Pokémon adjacent to it become confused.,☆☆,False
Oricorio Pau Style,2,UC,Psychic / Flying,"P'au - When this Pokémon is on the field, your Psychic-type Pokémon deal +1 damage for each Psychic-type Pokémon on the field.",24,Roost,Blue,"This Pokémon recovers from all status effects. In exchange, it must then Wait 3.",,False
Oricorio Pau Style,2,UC,Psychic / Flying,"P'au - When this Pokémon is on the field, your Psychic-type Pokémon deal +1 damage for each Psychic-type Pokémon on the field.",12,Miss,Red,,,False
Litwick,1,UC,Ghost / Fire,"Floating Candle - When this Pokémon moves from the bench, it can only move to a point 1 step away from an entry point. Your turn ends. Your Pokémon on the field can pass through this Pokémon when using an MP move. If this Pokémon burns the battle opponent, it may evolve.",8,Miss,Red,,,False
Litwick,1,UC,Ghost / Fire,"Floating Candle - When this Pokémon moves from the bench, it can only move to a point 1 step away from an entry point. Your turn ends. Your Pokémon on the field can pass through this Pokémon when using an MP move. If this Pokémon burns the battle opponent, it may evolve.",56,Will-O-Wisp,Purple,The battle opponent becomes burned.,☆,False
Litwick,1,UC,Ghost / Fire,"Floating Candle - When this Pokémon moves from the bench, it can only move to a point 1 step away from an entry point. Your turn ends. Your Pokémon on the field can pass through this Pokémon when using an MP move. If this Pokémon burns the battle opponent, it may evolve.",8,Miss,Red,,,False
Litwick,1,UC,Ghost / Fire,"Floating Candle - When this Pokémon moves from the bench, it can only move to a point 1 step away from an entry point. Your turn ends. Your Pokémon on the field can pass through this Pokémon when using an MP move. If this Pokémon burns the battle opponent, it may evolve.",24,Ember,White,,20,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,4,,Red,,,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,20,Branded,Purple,"If the battle opponent is burned, attach a Branded marker to the battle opponent. The effects of abilities of Branded Pokémon that increase or decrease Attack damage are nullified",☆☆,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,4,Miss,Red,,,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,28,Will-O-Wisp,Purple,The battle opponent becomes burned.,☆,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,4,Miss,Red,,,False
Lampent,2,UC,Ghost / Fire,Dark Light - Can MP move through other Pokémon on the field. Attach a Branded marker to burned Pokémon that have been moved through by this Pokémon.,36,Flamethrower,White,"If this Pokémon is knocked out, the battle opponent becomes burned.",50,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,4,Miss,Red,,,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,12,Shadow Sneak,Gold,,50,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,28,Belch,Purple,"The battle opponent is knocked 1 step back. If the battle opponent is a Fairy-type Pokémon, it is moved to the bench.",☆,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,12,Shadow Sneak,Gold,,50,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,4,Miss,Red,,,False
Alolan Grimer,1,R,Poison / Dark,Poison Touch - Any Pokémon that battles this Pokémon will become Poisoned,36,Crunch,White,,100,False
Salandit,3,UC,Poison / Fire,None,8,Miss,Red,,,False
Salandit,3,UC,Poison / Fire,None,48,Sludge Bomb,White,"If this Pokémon is knocked out, all Pokémon within 2 steps become poisoned.",50,False
Salandit,3,UC,Poison / Fire,None,8,Miss,Red,,,False
Salandit,3,UC,Poison / Fire,None,32,Clinging Gas,Purple,Poisons and attaches a Clinging Gas marker to an opposing Pokémon within 2 steps. The effects of Abilities of Pokémon with that marker that decrease Attack damage are nullified,☆,False
Oricorio Sensu Style,2,UC,Ghost / Flying,"Sensu - This Pokémon can MP move through other Pokémon on the field. When this Pokémon is on the field, your Ghost-type Pokémon deal +1 damage for each Ghost-type Pokémon on  the field",36,Peck,White,,20,False
Oricorio Sensu Style,2,UC,Ghost / Flying,"Sensu - This Pokémon can MP move through other Pokémon on the field. When this Pokémon is on the field, your Ghost-type Pokémon deal +1 damage for each Ghost-type Pokémon on  the field",24,Refined Dance,White,"The battle opponent gains Wait 3. If this Pokémon is knocked out, the battle opponent gains a Curse marker.",50,False
Oricorio Sensu Style,2,UC,Ghost / Flying,"Sensu - This Pokémon can MP move through other Pokémon on the field. When this Pokémon is on the field, your Ghost-type Pokémon deal +1 damage for each Ghost-type Pokémon on  the field",24,Roost,Blue,"This Pokémon recovers from all status effects. In exchange, it must then Wait 3.",,False
Oricorio Sensu Style,2,UC,Ghost / Flying,"Sensu - This Pokémon can MP move through other Pokémon on the field. When this Pokémon is on the field, your Ghost-type Pokémon deal +1 damage for each Ghost-type Pokémon on  the field",12,Miss,Red,,,False
Rowlet,3,UC,Grass / Flying,Rapid Approach - All the Blue Attacks of this Pokémon's battle opponents become Misses.,8,Miss,Red,,,False
Rowlet,3,UC,Grass / Flying,Rapid Approach - All the Blue Attacks of this Pokémon's battle opponents become Misses.,60,Leafage,White,,40,False
Rowlet,3,UC,Grass / Flying,Rapid Approach - All the Blue Attacks of this Pokémon's battle opponents become Misses.,8,Miss,Red,,,False
Rowlet,3,UC,Grass / Flying,Rapid Approach - All the Blue Attacks of this Pokémon's battle opponents become Misses.,20,Sucker Punch,Gold,,10,False
Litten,3,UC,Fire,Fire Alert - The battle opponent's Gold Attacks become Misses,8,Miss,Red,,,False
Litten,3,UC,Fire,Fire Alert - The battle opponent's Gold Attacks become Misses,60,Ember,White,,40,False
Litten,3,UC,Fire,Fire Alert - The battle opponent's Gold Attacks become Misses,8,Miss,Red,,,False
Litten,3,UC,Fire,Fire Alert - The battle opponent's Gold Attacks become Misses,20,Scary Face,Purple,The battle opponent is knocked 1 step back (the opponent chooses the point) and gains Wait.,☆,False
Lombre,2,UC,Water / Grass,"Slippery - Just once, before this Pokémon would be surrounded, it may switch places with an adjacent Pokémon",12,Miss,Red,,,False
Lombre,2,UC,Water / Grass,"Slippery - Just once, before this Pokémon would be surrounded, it may switch places with an adjacent Pokémon",28,Bubble Beam,White,,50,False
Lombre,2,UC,Water / Grass,"Slippery - Just once, before this Pokémon would be surrounded, it may switch places with an adjacent Pokémon",28,Grass Knot,White,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokémon.",40,False
Lombre,2,UC,Water / Grass,"Slippery - Just once, before this Pokémon would be surrounded, it may switch places with an adjacent Pokémon",28,Sabotage,Purple,The battle opponent gains Wait 3,☆☆☆,False
Salazzle,2,R,Poison / Fire,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",8,Miss,Red,,,False
Salazzle,2,R,Poison / Fire,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",24,Toxic,Purple,The battle opponent becomes noxious,☆,False
Salazzle,2,R,Poison / Fire,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",24,Clinging Gas,Purple,Poisons and attaches a Clinging Gas marker to an opposing Pokémon within 2 steps. The effects of Abilities of Pokémon with that marker that decrease Attack damage are nullified,☆,False
Salazzle,2,R,Poison / Fire,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",4,Miss,Red,,,False
Salazzle,2,R,Poison / Fire,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",36,Venoshock,White,Deals x2 damage if the battle opponent is poisoned or noxious,100,False
Oricorio Baile Style,2,UC,Fire / Flying,"Baile - When this Pokémon is on the field, your Fire-type Pokémon deal +1 damage for each Fire-type Pokémon on the field.",28,Air Slash,White,The battle opponent gains Wait.,60,False
Oricorio Baile Style,2,UC,Fire / Flying,"Baile - When this Pokémon is on the field, your Fire-type Pokémon deal +1 damage for each Fire-type Pokémon on the field.",32,Passionate Dance,Purple,You may choose one of your Pokémon on the bench and evolve it. The battle opponent gains Wait.,☆☆,False
Oricorio Baile Style,2,UC,Fire / Flying,"Baile - When this Pokémon is on the field, your Fire-type Pokémon deal +1 damage for each Fire-type Pokémon on the field.",24,Roost,Blue,"This Pokémon recovers from all status effects. In exchange, it must then Wait 3.",,False
Oricorio Baile Style,2,UC,Fire / Flying,"Baile - When this Pokémon is on the field, your Fire-type Pokémon deal +1 damage for each Fire-type Pokémon on the field.",12,Miss,Red,,,False
Popplio,3,UC,Water,Balloon Trick - All the Purple Attacks of the battle opponents of this Pokémon become Misses,8,Miss,Red,,,False
Popplio,3,UC,Water,Balloon Trick - All the Purple Attacks of the battle opponents of this Pokémon become Misses,24,Sing,Purple,The battle opponents fall asleep.,☆,False
Popplio,3,UC,Water,Balloon Trick - All the Purple Attacks of the battle opponents of this Pokémon become Misses,40,Water Gun,White,,40,False
Popplio,3,UC,Water,Balloon Trick - All the Purple Attacks of the battle opponents of this Pokémon become Misses,8,Miss,Red,,,False
Popplio,3,UC,Water,Balloon Trick - All the Purple Attacks of the battle opponents of this Pokémon become Misses,16,Dodge,Blue,,,False
Delibird,2,UC,Ice / Flying,"Deliver - When this Pokémon moves from a P.C. to the bench, one of your used Mega Evolution plates becomes usable.",16,Miss,Red,,,False
Delibird,2,UC,Ice / Flying,"Deliver - When this Pokémon moves from a P.C. to the bench, one of your used Mega Evolution plates becomes usable.",40,Present,White,"The battle opponent, and a succession of opposing Pokémon adjacent to it, spin. Those that spin Blue Attacks are knocked out.",40,False
Delibird,2,UC,Ice / Flying,"Deliver - When this Pokémon moves from a P.C. to the bench, one of your used Mega Evolution plates becomes usable.",16,Miss,Red,,,False
Delibird,2,UC,Ice / Flying,"Deliver - When this Pokémon moves from a P.C. to the bench, one of your used Mega Evolution plates becomes usable.",24,Take Flight,Blue,This Pokémon is elminated from the duel.,,False
Stantler,2,UC,Normal,"Sap Sipper - If the battle opponent is a Grass-type Pokémon, this Pokémon is not knocked out in battle.",12,Miss,Red,,,False
Stantler,2,UC,Normal,"Sap Sipper - If the battle opponent is a Grass-type Pokémon, this Pokémon is not knocked out in battle.",20,Hypnosis,Purple,The battle opponent falls asleep.,☆☆,False
Stantler,2,UC,Normal,"Sap Sipper - If the battle opponent is a Grass-type Pokémon, this Pokémon is not knocked out in battle.",20,Confuse Ray,Purple,The battle opponent becomes confused.,☆☆☆,False
Stantler,2,UC,Normal,"Sap Sipper - If the battle opponent is a Grass-type Pokémon, this Pokémon is not knocked out in battle.",12,Miss,Red,,,False
Stantler,2,UC,Normal,"Sap Sipper - If the battle opponent is a Grass-type Pokémon, this Pokémon is not knocked out in battle.",32,Earthquake,White,"All Pokémon on the field spin, except this one - if they spin a miss, they are knocked out.",60,False
Togedemaru,3,UC,Electric / Steel,"Lightning Rod - If the battle opponent is an Electric-type Pokémon, the damage it deals to this Pokémon is reduced by 30",4,Miss,Red,,,False
Togedemaru,3,UC,Electric / Steel,"Lightning Rod - If the battle opponent is an Electric-type Pokémon, the damage it deals to this Pokémon is reduced by 30",8,Dodge,Blue,,,False
Togedemaru,3,UC,Electric / Steel,"Lightning Rod - If the battle opponent is an Electric-type Pokémon, the damage it deals to this Pokémon is reduced by 30",36,Nuzzle,White,"If this Pokémon is knocked out, the battle opponent becomes Paralyzed.",10,False
Togedemaru,3,UC,Electric / Steel,"Lightning Rod - If the battle opponent is an Electric-type Pokémon, the damage it deals to this Pokémon is reduced by 30",8,Dodge,Blue,,,False
Togedemaru,3,UC,Electric / Steel,"Lightning Rod - If the battle opponent is an Electric-type Pokémon, the damage it deals to this Pokémon is reduced by 30",40,Zing Zap,White,The Blue Attacks of the Pokémon hit by this Attack will be misses during the next turn,50,False
Chinchou,2,UC,Water / Electric,None,8,Miss,Red,,,False
Chinchou,2,UC,Water / Electric,None,52,Discharge,White,,60,False
Chinchou,2,UC,Water / Electric,None,4,Dodge,Blue,,,False
Chinchou,2,UC,Water / Electric,None,32,Double Shock,Purple,This Pokémon and its battle opponent become paralyzed.,☆☆,False
Lotad,2,C,Water / Grass,Water Weed - Your Bug-type Pokémon can move over this Pokémon when using an MP Move,12,Miss,Red,,,False
Lotad,2,C,Water / Grass,Water Weed - Your Bug-type Pokémon can move over this Pokémon when using an MP Move,28,Bubble Beam,White,,40,False
Lotad,2,C,Water / Grass,Water Weed - Your Bug-type Pokémon can move over this Pokémon when using an MP Move,28,Grass Knot,White,"If the battle opponent's Attack is 120 damage or higher, the opponent is knocked out instead of this Pokémon",30,False
Lotad,2,C,Water / Grass,Water Weed - Your Bug-type Pokémon can move over this Pokémon when using an MP Move,28,Dodge,Blue,,,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",4,Miss,Red,,,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",24,Fly,Purple,This Pokémon jumps over the battle opponent and lands 1-2 steps away.,☆☆☆,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",4,Miss,Red,,,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",36,Extreme Speed,Gold,,140,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",4,Miss,Red,,,False
Shiny Rayquaza,1,EX,Dragon / Flying,"Air Lock - While this Pokémon is on the bench, it gains +1 MP. While this Pokémon is on the field, your Pokémon do not move to the Ultra Space from the effects of Abilities and Attacks of opposing Pokémon",24,Break Energy,White,Your opponent's Energy Plate-based effects are lost,60,False
Shiny Metagross,1,EX,Steel / Psychic,None,4,Miss,Red,,,False
Shiny Metagross,1,EX,Steel / Psychic,None,4,Dodge,Blue,,,False
Shiny Metagross,1,EX,Steel / Psychic,None,16,Metal Claw,White,,90,False
Shiny Metagross,1,EX,Steel / Psychic,None,4,Dodge,Blue,,,False
Shiny Metagross,1,EX,Steel / Psychic,None,24,Hyper Beam,White,"If the battle opponent is knocked out, the next turn will always be the other player's",160,False
Shiny Metagross,1,EX,Steel / Psychic,None,4,Dodge,Blue,,,False
Shiny Metagross,1,EX,Steel / Psychic,None,16,Metal Claw,White,,130,False
Shiny Metagross,1,EX,Steel / Psychic,None,4,Dodge,Blue,,,False
Shiny Metagross,1,EX,Steel / Psychic,None,20,Bullet Punch,Gold,,50,False
Shiny Ho-Oh,2,EX,Fire / Flying,"Cleansing Fire - If this Pokémon is knocked out, opposing Ghost-type Pokémon on the field spin. Those that spin a Purple Attack are knocked out.",28,Gust,White,,50,False
Shiny Ho-Oh,2,EX,Fire / Flying,"Cleansing Fire - If this Pokémon is knocked out, opposing Ghost-type Pokémon on the field spin. Those that spin a Purple Attack are knocked out.",32,Fire Blast,White,,100,False
Shiny Ho-Oh,2,EX,Fire / Flying,"Cleansing Fire - If this Pokémon is knocked out, opposing Ghost-type Pokémon on the field spin. Those that spin a Purple Attack are knocked out.",24,Rainbow Wing,Purple,This Pokémon moves 2 steps away.,☆☆☆,False
Shiny Ho-Oh,2,EX,Fire / Flying,"Cleansing Fire - If this Pokémon is knocked out, opposing Ghost-type Pokémon on the field spin. Those that spin a Purple Attack are knocked out.",12,Miss,Red,,,False
Shiny Gyarados,2,R,Water / Flying,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",8,Miss,Red,,,False
Shiny Gyarados,2,R,Water / Flying,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",52,Hyper Beam,White,"If the battle opponent is knocked out, the next turn will always be the other player's",110,False
Shiny Gyarados,2,R,Water / Flying,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",8,Miss,Red,,,False
Shiny Gyarados,2,R,Water / Flying,"Speed Booster - When this Pokémon evolves, it will gain +1 MP",28,Storm,Purple,All neighbour Pokémon are moved to the bench and gain Wait.,☆,False
Shiny Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",48,Splash,White,,0,False
Shiny Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",44,Flail,White,,10,False
Shiny Magikarp,2,C,Water,"Rapid Evolution - When this Pokémon faints in battle, you can evolve it without sending it to the P.C.",4,Miss,Red,,,False
Mega Gardevoir,2,UX,Psychic / Fairy,"Cerebral Embrace - Opposing Pokémon cannot MP move through this Pokémon using the effect of an Ability. At the start of your turn, this Pokémon may switch places with one of your Pokémon on the field, bench, or in a P.C. Your Psychic and Fairy-type Pokémon each deal +10 damage",20,Warp Hole,Purple,"Switches the battle opponent for an opposing Pokémon on the field, bench or in a P.C.. Those Pokémon gain Wait 3",☆☆,False
